Label,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
positive,astrazeneca; astrazeneca; dan pfizer. alhamdulillah vaksin covid kali ini ga terasa efek kipi apa-apa... semoga makin kebal...,,,,,,,astrazeneca astrazeneca dan pfizer alhamdulillah vaksin covid kali ini ga terasa efek kipi apaapa semoga makin kebal,astrazeneca astrazeneca dan pfizer alhamdulillah vaksin covid kali ini ga terasa efek kipi apaapa semoga makin kebal,"['astrazeneca', 'astrazeneca', 'dan', 'pfizer', 'alhamdulillah', 'vaksin', 'covid', 'kali', 'ini', 'ga', 'terasa', 'efek', 'kipi', 'apaapa', 'semoga', 'makin', 'kebal']","['astrazeneca', 'astrazeneca', 'dan', 'pfizer', 'alhamdulillah', 'vaksin', 'covid', 'kali', 'ini', 'tidak', 'terasa', 'efek', 'efek', 'apaapa', 'semoga', 'makin', 'kebal']","['astrazeneca', 'astrazeneca', 'pfizer', 'alhamdulillah', 'vaksin', 'covid', 'kali', 'terasa', 'efek', 'efek', 'apaapa', 'semoga', 'makin', 'kebal']","['astrazeneca', 'astrazeneca', 'pfizer', 'alhamdulillah', 'vaksin', 'covid', 'kali', 'asa', 'efek', 'efek', 'apaapa', 'moga', 'makin', 'kebal']","['astrazeneca', 'astrazeneca', 'pfizer', 'alhamdulillah', 'vaksin', 'covid', 'kali', 'terasa', 'efek', 'efek', 'apaapa', 'semoga', 'makin', 'kebal']",[],[],[],astrazeneca astrazeneca pfizer alhamdulillah vaksin covid kali asa efek efek apaapa moga makin kebal
negative,"wey ini pfizer sadis juga udah minum paracetamol semalem, tangan masih pegel bgt terus gatau efek vaksin apa aku aja yg salah, ga nafsu bgt makan anjir",,,,,,,wey ini pfizer sadis juga udah minum paracetamol semalem tangan masih pegel bgt terus gatau efek vaksin apa aku aja yg salah ga nafsu bgt makan anjir,wey ini pfizer sadis juga udah minum paracetamol semalem tangan masih pegel bgt terus gatau efek vaksin apa aku aja yg salah ga nafsu bgt makan anjir,"['wey', 'ini', 'pfizer', 'sadis', 'juga', 'udah', 'minum', 'paracetamol', 'semalem', 'tangan', 'masih', 'pegel', 'bgt', 'terus', 'gatau', 'efek', 'vaksin', 'apa', 'aku', 'aja', 'yg', 'salah', 'ga', 'nafsu', 'bgt', 'makan', 'anjir']","['wey', 'ini', 'pfizer', 'sadis', 'juga', 'sudah', 'minum', 'paracetamol', 'semalam', 'tangan', 'masih', 'pegal', 'sekali', 'terus', 'gatau', 'efek', 'vaksin', 'apa', 'aku', 'saja', 'yang', 'salah', 'tidak', 'nafsu', 'sekali', 'makan', 'anjir']","['wey', 'pfizer', 'sadis', 'minum', 'paracetamol', 'semalam', 'tangan', 'pegal', 'sekali', 'terus', 'gatau', 'efek', 'vaksin', 'apa', 'salah', 'nafsu', 'sekali', 'makan', 'anjir']","['wey', 'pfizer', 'sadis', 'minum', 'paracetamol', 'malam', 'tangan', 'pegal', 'sekali', 'terus', 'gatau', 'efek', 'vaksin', 'apa', 'salah', 'nafsu', 'sekali', 'makan', 'anjir']","['wey', 'pfizer', 'sadis', 'minum', 'paracetamol', 'semalam', 'tangan', 'pegal', 'sekali', 'terus', 'gatau', 'efek', 'vaksin', 'apa', 'salah', 'nafsu', 'sekali', 'makan', 'anjir']",[],[],[],wey pfizer sadis minum paracetamol malam tangan pegal sekali terus gatau efek vaksin apa salah nafsu sekali makan anjir
positive,"baru kelar booster pfizer di rumah sakit fatmawati. dateng jam pagi, selesai jam lumayan lah ya. sekarang berasa laper efek vaksin atau emang laper aja ya?",,,,,,,baru kelar booster pfizer di rumah sakit fatmawati dateng jam pagi selesai jam lumayan lah ya sekarang berasa laper efek vaksin atau emang laper aja ya,baru kelar booster pfizer di rumah sakit fatmawati dateng jam pagi selesai jam lumayan lah ya sekarang berasa laper efek vaksin atau emang laper aja ya,"['baru', 'kelar', 'booster', 'pfizer', 'di', 'rumah', 'sakit', 'fatmawati', 'dateng', 'jam', 'pagi', 'selesai', 'jam', 'lumayan', 'lah', 'ya', 'sekarang', 'berasa', 'laper', 'efek', 'vaksin', 'atau', 'emang', 'laper', 'aja', 'ya']","['baru', 'selesai', 'booster', 'pfizer', 'di', 'rumah', 'sakit', 'fatmawati', 'datang', 'jam', 'pagi', 'selesai', 'jam', 'lumayan', 'lah', 'ya', 'sekarang', 'terasa', 'lapar', 'efek', 'vaksin', 'atau', 'memang', 'lapar', 'saja', 'ya']","['baru', 'selesai', 'booster', 'pfizer', 'rumah', 'sakit', 'fatmawati', 'datang', 'jam', 'pagi', 'selesai', 'jam', 'lumayan', 'sekarang', 'terasa', 'lapar', 'efek', 'vaksin', 'memang', 'lapar']","['baru', 'selesai', 'booster', 'pfizer', 'rumah', 'sakit', 'fatmawati', 'datang', 'jam', 'pagi', 'selesai', 'jam', 'lumayan', 'sekarang', 'asa', 'lapar', 'efek', 'vaksin', 'memang', 'lapar']","['baru', 'selesai', 'booster', 'pfizer', 'rumah', 'sakit', 'fatmawati', 'datang', 'jam', 'pagi', 'selesai', 'jam', 'lumayan', 'sekarang', 'terasa', 'lapar', 'efek', 'vaksin', 'memang', 'lapar']",[],[],[],baru selesai booster pfizer rumah sakit fatmawati datang jam pagi selesai jam lumayan sekarang asa lapar efek vaksin memang lapar
positive,tgl januari vaksin booster pfizer. belum ada efek apapun selain lengan bekas suntikan berasa lebih sakit. apalagi waktu proses di suntiknya. berasa kayak melambat gitu,,,,,,,tgl januari vaksin booster pfizer belum ada efek apapun selain lengan bekas suntikan berasa lebih sakit apalagi waktu proses di suntiknya berasa kayak melambat gitu,tgl januari vaksin booster pfizer belum ada efek apapun selain lengan bekas suntikan berasa lebih sakit apalagi waktu proses di suntiknya berasa kayak melambat gitu,"['tgl', 'januari', 'vaksin', 'booster', 'pfizer', 'belum', 'ada', 'efek', 'apapun', 'selain', 'lengan', 'bekas', 'suntikan', 'berasa', 'lebih', 'sakit', 'apalagi', 'waktu', 'proses', 'di', 'suntiknya', 'berasa', 'kayak', 'melambat', 'gitu']","['tanggal', 'januari', 'vaksin', 'booster', 'pfizer', 'belum', 'ada', 'efek', 'apapun', 'selain', 'lengan', 'bekas', 'suntikkan', 'terasa', 'lebih', 'sakit', 'apalagi', 'waktu', 'proses', 'di', 'suntiknya', 'terasa', 'seperti', 'melambat', 'begitu']","['tanggal', 'januari', 'vaksin', 'booster', 'pfizer', 'efek', 'apapun', 'lengan', 'bekas', 'suntikkan', 'terasa', 'lebih', 'sakit', 'waktu', 'proses', 'suntiknya', 'terasa', 'melambat']","['tanggal', 'januari', 'vaksin', 'booster', 'pfizer', 'efek', 'apa', 'lengan', 'bekas', 'suntik', 'asa', 'lebih', 'sakit', 'waktu', 'proses', 'suntik', 'asa', 'lambat']","['tanggal', 'januari', 'vaksin', 'booster', 'pfizer', 'efek', 'apapun', 'lengan', 'bekas', 'suntikkan', 'terasa', 'lebih', 'sakit', 'waktu', 'prose', 'suntiknya', 'terasa', 'melambat']",[],[],[],tanggal januari vaksin booster pfizer efek apa lengan bekas suntik asa lebih sakit waktu proses suntik asa lambat
positive,"efek pfizer sampe sekarang belum ada. kemarin habis vaksin rada pusing tipis-tipis. ga tau itu efek vaksin, tensi aku yang agak tinggi (/ lol), atau laper. habis makan ayam madura ilang, sih, pusing nya. jangan lupa ngecek tiket vaksin boosternya, rek.",,,,,,,efek pfizer sampe sekarang belum ada kemarin habis vaksin rada pusing tipistipis ga tau itu efek vaksin tensi aku yang agak tinggi  lol atau laper habis makan ayam madura ilang sih pusing nya jangan lupa ngecek tiket vaksin boosternya rek,efek pfizer sampe sekarang belum ada kemarin habis vaksin rada pusing tipistipis ga tau itu efek vaksin tensi aku yang agak tinggi  lol atau laper habis makan ayam madura ilang sih pusing nya jangan lupa ngecek tiket vaksin boosternya rek,"['efek', 'pfizer', 'sampe', 'sekarang', 'belum', 'ada', 'kemarin', 'habis', 'vaksin', 'rada', 'pusing', 'tipistipis', 'ga', 'tau', 'itu', 'efek', 'vaksin', 'tensi', 'aku', 'yang', 'agak', 'tinggi', 'lol', 'atau', 'laper', 'habis', 'makan', 'ayam', 'madura', 'ilang', 'sih', 'pusing', 'nya', 'jangan', 'lupa', 'ngecek', 'tiket', 'vaksin', 'boosternya', 'rek']","['efek', 'pfizer', 'sampai', 'sekarang', 'belum', 'ada', 'kemarin', 'habis', 'vaksin', 'sedikit', 'pusing', 'tipistipis', 'tidak', 'tau', 'itu', 'efek', 'vaksin', 'tensi', 'aku', 'yang', 'sedikit', 'tinggi', 'lol', 'atau', 'lapar', 'habis', 'makan', 'ayam', 'madura', 'hilang', 'sih', 'pusing', 'nya', 'jangan', 'lupa', 'mengecek', 'tiket', 'vaksin', 'boosternya', 'rek']","['efek', 'pfizer', 'sekarang', 'kemarin', 'habis', 'vaksin', 'sedikit', 'pusing', 'tipistipis', 'tau', 'efek', 'vaksin', 'tensi', 'sedikit', 'tinggi', 'lapar', 'habis', 'makan', 'ayam', 'madura', 'hilang', 'pusing', 'jangan', 'lupa', 'mengecek', 'tiket', 'vaksin', 'boosternya']","['efek', 'pfizer', 'sekarang', 'kemarin', 'habis', 'vaksin', 'sedikit', 'pusing', 'tipistipis', 'tau', 'efek', 'vaksin', 'tensi', 'sedikit', 'tinggi', 'lapar', 'habis', 'makan', 'ayam', 'madura', 'hilang', 'pusing', 'jangan', 'lupa', 'ecek', 'tiket', 'vaksin', 'boosternya']","['efek', 'pfizer', 'sekarang', 'kemarin', 'habis', 'vaksin', 'sedikit', 'pusing', 'tipistipis', 'tau', 'efek', 'vaksin', 'tensi', 'sedikit', 'tinggi', 'lapar', 'habis', 'makan', 'ayam', 'madura', 'hilang', 'pusing', 'jangan', 'lupa', 'mengecek', 'tiket', 'vaksin', 'boosternya']",[],[],[],efek pfizer sekarang kemarin habis vaksin sedikit pusing tipistipis tau efek vaksin tensi sedikit tinggi lapar habis makan ayam madura hilang pusing jangan lupa ecek tiket vaksin boosternya
negative,"ya ampun efek vaksin pfizer nih emang ya lebih parah dari yg sebelumnya, tepar nya ngilu nya sakit nya pusing nya ada semua",,,,,,,ya ampun efek vaksin pfizer nih emang ya lebih parah dari yg sebelumnya tepar nya ngilu nya sakit nya pusing nya ada semua,ya ampun efek vaksin pfizer nih emang ya lebih parah dari yg sebelumnya tepar nya ngilu nya sakit nya pusing nya ada semua,"['ya', 'ampun', 'efek', 'vaksin', 'pfizer', 'nih', 'emang', 'ya', 'lebih', 'parah', 'dari', 'yg', 'sebelumnya', 'tepar', 'nya', 'ngilu', 'nya', 'sakit', 'nya', 'pusing', 'nya', 'ada', 'semua']","['ya', 'ampun', 'efek', 'vaksin', 'pfizer', 'nih', 'memang', 'ya', 'lebih', 'parah', 'dari', 'yang', 'sebelumnya', 'lelah', 'nya', 'nyeri', 'nya', 'sakit', 'nya', 'pusing', 'nya', 'ada', 'semua']","['ampun', 'efek', 'vaksin', 'pfizer', 'memang', 'lebih', 'parah', 'sebelumnya', 'lelah', 'nyeri', 'sakit', 'pusing', 'semua']","['ampun', 'efek', 'vaksin', 'pfizer', 'memang', 'lebih', 'parah', 'belum', 'lelah', 'nyeri', 'sakit', 'pusing', 'semua']","['ampun', 'efek', 'vaksin', 'pfizer', 'memang', 'lebih', 'parah', 'sebelumnya', 'lelah', 'nyeri', 'sakit', 'pusing', 'semua']",[],[],[],ampun efek vaksin pfizer memang lebih parah belum lelah nyeri sakit pusing semua
positive,alhamdulillah hari ini udah vaksin booster pake pfizer! semoga sehat selalu!!dan semoga efek nyeri yg di lengan gak sesakit pas vaksin astrazeneca wkwk,,,,,,,alhamdulillah hari ini udah vaksin booster pake pfizer semoga sehat selaludan semoga efek nyeri yg di lengan gak sesakit pas vaksin astrazeneca wkwk,alhamdulillah hari ini udah vaksin booster pake pfizer semoga sehat selaludan semoga efek nyeri yg di lengan gak sesakit pas vaksin astrazeneca wkwk,"['alhamdulillah', 'hari', 'ini', 'udah', 'vaksin', 'booster', 'pake', 'pfizer', 'semoga', 'sehat', 'selaludan', 'semoga', 'efek', 'nyeri', 'yg', 'di', 'lengan', 'gak', 'sesakit', 'pas', 'vaksin', 'astrazeneca', 'wkwk']","['alhamdulillah', 'hari', 'ini', 'sudah', 'vaksin', 'booster', 'pakai', 'pfizer', 'semoga', 'sehat', 'selaludan', 'semoga', 'efek', 'nyeri', 'yang', 'di', 'lengan', 'tidak', 'sesakit', 'saat', 'vaksin', 'astrazeneca', 'wkwk']","['alhamdulillah', 'hari', 'vaksin', 'booster', 'pakai', 'pfizer', 'semoga', 'sehat', 'selaludan', 'semoga', 'efek', 'nyeri', 'lengan', 'sesakit', 'vaksin', 'astrazeneca']","['alhamdulillah', 'hari', 'vaksin', 'booster', 'pakai', 'pfizer', 'moga', 'sehat', 'selaludan', 'moga', 'efek', 'nyeri', 'lengan', 'sakit', 'vaksin', 'astrazeneca']","['alhamdulillah', 'hari', 'vaksin', 'booster', 'pakai', 'pfizer', 'semoga', 'sehat', 'selaludan', 'semoga', 'efek', 'nyeri', 'lengan', 'sesakit', 'vaksin', 'astrazeneca']",[],[],[],alhamdulillah hari vaksin booster pakai pfizer moga sehat selaludan moga efek nyeri lengan sakit vaksin astrazeneca
positive,efek booster pfizer sejauh ini sih cuma njarem sama ngantuk aja sih. ngantuk pun itu : antara efek booster atau emang semalem kurang tidur,,,,,,,efek booster pfizer sejauh ini sih cuma njarem sama ngantuk aja sih ngantuk pun itu  antara efek booster atau emang semalem kurang tidur,efek booster pfizer sejauh ini sih cuma njarem sama ngantuk aja sih ngantuk pun itu  antara efek booster atau emang semalem kurang tidur,"['efek', 'booster', 'pfizer', 'sejauh', 'ini', 'sih', 'cuma', 'njarem', 'sama', 'ngantuk', 'aja', 'sih', 'ngantuk', 'pun', 'itu', 'antara', 'efek', 'booster', 'atau', 'emang', 'semalem', 'kurang', 'tidur']","['efek', 'booster', 'pfizer', 'sejauh', 'ini', 'sih', 'hanya', 'nyeri', 'sama', 'mengantuk', 'saja', 'sih', 'mengantuk', 'pun', 'itu', 'antara', 'efek', 'booster', 'atau', 'memang', 'semalam', 'kurang', 'tidur']","['efek', 'booster', 'pfizer', 'sejauh', 'nyeri', 'sama', 'mengantuk', 'mengantuk', 'efek', 'booster', 'memang', 'semalam', 'kurang', 'tidur']","['efek', 'booster', 'pfizer', 'jauh', 'nyeri', 'sama', 'antuk', 'antuk', 'efek', 'booster', 'memang', 'malam', 'kurang', 'tidur']","['efek', 'booster', 'pfizer', 'sejauh', 'nyeri', 'sama', 'mengantuk', 'mengantuk', 'efek', 'booster', 'memang', 'semalam', 'kurang', 'tidur']",[],[],[],efek booster pfizer jauh nyeri sama antuk antuk efek booster memang malam kurang tidur
negative,efek vaksin booster pfizer luar biasa lengan kirinya berasa,,,,,,,efek vaksin booster pfizer luar biasa lengan kirinya berasa,efek vaksin booster pfizer luar biasa lengan kirinya berasa,"['efek', 'vaksin', 'booster', 'pfizer', 'luar', 'biasa', 'lengan', 'kirinya', 'berasa']","['efek', 'vaksin', 'booster', 'pfizer', 'luar', 'biasa', 'lengan', 'kirinya', 'terasa']","['efek', 'vaksin', 'booster', 'pfizer', 'luar', 'biasa', 'lengan', 'kirinya', 'terasa']","['efek', 'vaksin', 'booster', 'pfizer', 'luar', 'biasa', 'lengan', 'kiri', 'asa']","['efek', 'vaksin', 'booster', 'pfizer', 'luar', 'biasa', 'lengan', 'kirinya', 'terasa']",[],[],[],efek vaksin booster pfizer luar biasa lengan kiri asa
positive,"saya pake pfizer gak ada demam. efek yang di terima cuma ngantuk sama tangan pegel banget. tapi keluarga dirumah yang booster pfizer ada juga yang sampe demam, hajar paracetamol cuma berapa jam langsung normal lagi.",,,,,,,saya pake pfizer gak ada demam efek yang di terima cuma ngantuk sama tangan pegel banget tapi keluarga dirumah yang booster pfizer ada juga yang sampe demam hajar paracetamol cuma berapa jam langsung normal lagi,saya pake pfizer gak ada demam efek yang di terima cuma ngantuk sama tangan pegel banget tapi keluarga dirumah yang booster pfizer ada juga yang sampe demam hajar paracetamol cuma berapa jam langsung normal lagi,"['saya', 'pake', 'pfizer', 'gak', 'ada', 'demam', 'efek', 'yang', 'di', 'terima', 'cuma', 'ngantuk', 'sama', 'tangan', 'pegel', 'banget', 'tapi', 'keluarga', 'dirumah', 'yang', 'booster', 'pfizer', 'ada', 'juga', 'yang', 'sampe', 'demam', 'hajar', 'paracetamol', 'cuma', 'berapa', 'jam', 'langsung', 'normal', 'lagi']","['saya', 'pakai', 'pfizer', 'tidak', 'ada', 'demam', 'efek', 'yang', 'di', 'terima', 'hanya', 'mengantuk', 'sama', 'tangan', 'pegal', 'sekali', 'tapi', 'keluarga', 'dirumah', 'yang', 'booster', 'pfizer', 'ada', 'juga', 'yang', 'sampai', 'demam', 'hajar', 'paracetamol', 'hanya', 'berapa', 'jam', 'langsung', 'normal', 'lagi']","['pakai', 'pfizer', 'demam', 'efek', 'terima', 'mengantuk', 'sama', 'tangan', 'pegal', 'sekali', 'keluarga', 'dirumah', 'booster', 'pfizer', 'demam', 'hajar', 'paracetamol', 'berapa', 'jam', 'langsung', 'normal']","['pakai', 'pfizer', 'demam', 'efek', 'terima', 'antuk', 'sama', 'tangan', 'pegal', 'sekali', 'keluarga', 'rumah', 'booster', 'pfizer', 'demam', 'hajar', 'paracetamol', 'berapa', 'jam', 'langsung', 'normal']","['pakai', 'pfizer', 'demam', 'efek', 'terima', 'mengantuk', 'sama', 'tangan', 'pegal', 'sekali', 'keluarga', 'dirumah', 'booster', 'pfizer', 'demam', 'hajar', 'paracetamol', 'berapa', 'jam', 'langsung', 'normal']",[],[],[],pakai pfizer demam efek terima antuk sama tangan pegal sekali keluarga rumah booster pfizer demam hajar paracetamol berapa jam langsung normal
positive,"jadi dulu aku alumni sinovac, terus kemarin boster dapat pfizer. alhamdulillah banget efek abis vaksin nggak aneh -aneh, cuma nyeri/ pegel/ njarem di lengan kiri aja. ini sisa nyeri dikit banget. panas pusing meriang gitu alhamdulillah nya nggak.",,,,,,,jadi dulu aku alumni sinovac terus kemarin boster dapat pfizer alhamdulillah banget efek abis vaksin nggak aneh aneh cuma nyeri pegel njarem di lengan kiri aja ini sisa nyeri dikit banget panas pusing meriang gitu alhamdulillah nya nggak,jadi dulu aku alumni sinovac terus kemarin boster dapat pfizer alhamdulillah banget efek abis vaksin nggak aneh aneh cuma nyeri pegel njarem di lengan kiri aja ini sisa nyeri dikit banget panas pusing meriang gitu alhamdulillah nya nggak,"['jadi', 'dulu', 'aku', 'alumni', 'sinovac', 'terus', 'kemarin', 'boster', 'dapat', 'pfizer', 'alhamdulillah', 'banget', 'efek', 'abis', 'vaksin', 'nggak', 'aneh', 'aneh', 'cuma', 'nyeri', 'pegel', 'njarem', 'di', 'lengan', 'kiri', 'aja', 'ini', 'sisa', 'nyeri', 'dikit', 'banget', 'panas', 'pusing', 'meriang', 'gitu', 'alhamdulillah', 'nya', 'nggak']","['jadi', 'dahulu', 'aku', 'alumni', 'sinovac', 'terus', 'kemarin', 'booster', 'dapat', 'pfizer', 'alhamdulillah', 'sekali', 'efek', 'setelah', 'vaksin', 'tidak', 'aneh', 'aneh', 'hanya', 'nyeri', 'pegal', 'nyeri', 'di', 'lengan', 'kiri', 'saja', 'ini', 'sisa', 'nyeri', 'sedikit', 'sekali', 'panas', 'pusing', 'meriang', 'begitu', 'alhamdulillah', 'nya', 'tidak']","['jadi', 'alumni', 'sinovac', 'terus', 'kemarin', 'booster', 'pfizer', 'alhamdulillah', 'sekali', 'efek', 'vaksin', 'aneh', 'aneh', 'nyeri', 'pegal', 'nyeri', 'lengan', 'kiri', 'sisa', 'nyeri', 'sedikit', 'sekali', 'panas', 'pusing', 'meriang', 'alhamdulillah']","['jadi', 'alumni', 'sinovac', 'terus', 'kemarin', 'booster', 'pfizer', 'alhamdulillah', 'sekali', 'efek', 'vaksin', 'aneh', 'aneh', 'nyeri', 'pegal', 'nyeri', 'lengan', 'kiri', 'sisa', 'nyeri', 'sedikit', 'sekali', 'panas', 'pusing', 'meriang', 'alhamdulillah']","['jadi', 'alumnus', 'sinovac', 'terus', 'kemarin', 'booster', 'pfizer', 'alhamdulillah', 'sekali', 'efek', 'vaksin', 'aneh', 'aneh', 'nyeri', 'pegal', 'nyeri', 'lengan', 'kiri', 'sisa', 'nyeri', 'sedikit', 'sekali', 'panas', 'pusing', 'meriang', 'alhamdulillah']",[],[],[],jadi alumni sinovac terus kemarin booster pfizer alhamdulillah sekali efek vaksin aneh aneh nyeri pegal nyeri lengan kiri sisa nyeri sedikit sekali panas pusing meriang alhamdulillah
negative,gila ini efek booster pfizer kenceng abis,,,,,,,gila ini efek booster pfizer kenceng abis,gila ini efek booster pfizer kenceng abis,"['gila', 'ini', 'efek', 'booster', 'pfizer', 'kenceng', 'abis']","['gila', 'ini', 'efek', 'booster', 'pfizer', 'kencang', 'setelah']","['gila', 'efek', 'booster', 'pfizer', 'kencang']","['gila', 'efek', 'booster', 'pfizer', 'kencang']","['gila', 'efek', 'booster', 'pfizer', 'kencang']",[],[],[],gila efek booster pfizer kencang
negative,efek booster pfizer gila gilaan bgt,,,,,,,efek booster pfizer gila gilaan bgt,efek booster pfizer gila gilaan bgt,"['efek', 'booster', 'pfizer', 'gila', 'gilaan', 'bgt']","['efek', 'booster', 'pfizer', 'gila', 'gilaan', 'sekali']","['efek', 'booster', 'pfizer', 'gila', 'gilaan', 'sekali']","['efek', 'booster', 'pfizer', 'gila', 'gila', 'sekali']","['efek', 'booster', 'pfizer', 'gila', 'gilaan', 'sekali']",[],[],[],efek booster pfizer gila gila sekali
positive,"gila booster pake astra efek langsung sakit, mending make pfizer.",,,,,,,gila booster pake astra efek langsung sakit mending make pfizer,gila booster pake astra efek langsung sakit mending make pfizer,"['gila', 'booster', 'pake', 'astra', 'efek', 'langsung', 'sakit', 'mending', 'make', 'pfizer']","['gila', 'booster', 'pakai', 'astrazeneca', 'efek', 'langsung', 'sakit', 'mending', 'membuat', 'pfizer']","['gila', 'booster', 'pakai', 'astrazeneca', 'efek', 'langsung', 'sakit', 'mending', 'membuat', 'pfizer']","['gila', 'booster', 'pakai', 'astrazeneca', 'efek', 'langsung', 'sakit', 'mending', 'buat', 'pfizer']","['gila', 'booster', 'pakai', 'astrazeneca', 'efek', 'langsung', 'sakit', 'mending', 'membuat', 'pfizer']",[],[],[],gila booster pakai astrazeneca efek langsung sakit mending buat pfizer
negative,"efek booster pfizer kyk terbang tinggi gitu ,ini campurannya apa dahhh",,,,,,,efek booster pfizer kyk terbang tinggi gitu ini campurannya apa dahhh,efek booster pfizer kyk terbang tinggi gitu ini campurannya apa dahhh,"['efek', 'booster', 'pfizer', 'kyk', 'terbang', 'tinggi', 'gitu', 'ini', 'campurannya', 'apa', 'dahhh']","['efek', 'booster', 'pfizer', 'seperti', 'terbang', 'tinggi', 'begitu', 'ini', 'campurannya', 'apa', 'dahhh']","['efek', 'booster', 'pfizer', 'terbang', 'tinggi', 'campurannya', 'apa']","['efek', 'booster', 'pfizer', 'terbang', 'tinggi', 'campur', 'apa']","['efek', 'booster', 'pfizer', 'terbang', 'tinggi', 'campurannya', 'apa']",[],[],[],efek booster pfizer terbang tinggi campur apa
negative,pas sinovac: ga ada efek apa- apa pas booster pfizer: demam bikin lemes,,,,,,,pas sinovac ga ada efek apa apa pas booster pfizer demam bikin lemes,pas sinovac ga ada efek apa apa pas booster pfizer demam bikin lemes,"['pas', 'sinovac', 'ga', 'ada', 'efek', 'apa', 'apa', 'pas', 'booster', 'pfizer', 'demam', 'bikin', 'lemes']","['saat', 'sinovac', 'tidak', 'ada', 'efek', 'apa', 'apa', 'saat', 'booster', 'pfizer', 'demam', 'buat', 'lemas']","['sinovac', 'efek', 'apa', 'apa', 'booster', 'pfizer', 'demam', 'buat', 'lemas']","['sinovac', 'efek', 'apa', 'apa', 'booster', 'pfizer', 'demam', 'buat', 'lemas']","['sinovac', 'efek', 'apa', 'apa', 'booster', 'pfizer', 'demam', 'buat', 'lemas']",[],[],[],sinovac efek apa apa booster pfizer demam buat lemas
positive,"booster ke emang ngefek dibanding dan ..terlebih beda sama sinovac.. pfizer, moderna, dan astra ninggalin efek pegel di bekas suntikan (bisa hari) dan demam ( bisa - hari) tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya",,,,,,,booster ke emang ngefek dibanding dan terlebih beda sama sinovac pfizer moderna dan astra ninggalin efek pegel di bekas suntikan bisa hari dan demam  bisa  hari tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya,booster ke emang ngefek dibanding dan terlebih beda sama sinovac pfizer moderna dan astra ninggalin efek pegel di bekas suntikan bisa hari dan demam  bisa  hari tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya,"['booster', 'ke', 'emang', 'ngefek', 'dibanding', 'dan', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'dan', 'astra', 'ninggalin', 'efek', 'pegel', 'di', 'bekas', 'suntikan', 'bisa', 'hari', 'dan', 'demam', 'bisa', 'hari', 'tapi', 'biasanya', 'yg', 'demam', 'itu', 'yg', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']","['booster', 'ke', 'memang', 'berefek', 'dibanding', 'dan', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'dan', 'astrazeneca', 'meninggalkan', 'efek', 'pegal', 'di', 'bekas', 'suntikkan', 'bisa', 'hari', 'dan', 'demam', 'bisa', 'hari', 'tapi', 'biasanya', 'yang', 'demam', 'itu', 'yang', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']","['booster', 'memang', 'berefek', 'dibanding', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'astrazeneca', 'meninggalkan', 'efek', 'pegal', 'bekas', 'suntikkan', 'hari', 'demam', 'hari', 'biasanya', 'demam', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']","['booster', 'memang', 'efek', 'banding', 'lebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'astrazeneca', 'tinggal', 'efek', 'pegal', 'bekas', 'suntik', 'hari', 'demam', 'hari', 'biasa', 'demam', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'benar']","['booster', 'memang', 'berefek', 'dibanding', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'astrazeneca', 'meninggalkan', 'efek', 'pegal', 'bekas', 'suntikkan', 'hari', 'demam', 'hari', 'biasanya', 'demam', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']",[],[],[],booster memang efek banding lebih beda sama sinovac pfizer moderna astrazeneca tinggal efek pegal bekas suntik hari demam hari biasa demam kurang tidur sama asupan makan benar
